,Name,Description,URL,Papers,Discipline,Underlying Approach,Cost,Supports,Highest Citation Count,Website status
210,MIX 2.0,A statistical add-in for performing meta-analysis in Excel.,http://www.meta-analysis-made-easy.com/index.html,"{'Development and validation of MIX: comprehensive free software for meta-analysis of causal research data': {'url': 'http://www.biomedcentral.com/1471-2288/6/50/', 'ss_id': 'ff164f54eaf8f8cf05887eb27064bc0c203c60f7', 'citation_count': 515}}",['Multidiscipline'],['Other'],['Free Version Available'],['Meta Analysis'],515.0,200
211,NodeXL,Open-source template for excel to explore network graphs. Can be useful for network meta-analysis.,https://nodexl.codeplex.com/,"{'Efficacy and safety outcomes of oral anticoagulants and antiplatelet drugs in the secondary prevention of venous thromboembolism: systematic review and network meta-analysis': {'url': 'http://www.bmj.com/content/347/bmj.f5133', 'ss_id': '81c7f49f37c328ad3d9a259d5af16d36b8b855d8', 'citation_count': 152}}",['Multidiscipline'],['Visualization'],['Completely Free'],"['Automated Analysis', 'Meta Analysis', 'Report Write Up']",152.0,200
212,Table Builder,"Table Builder is a web-based content management system designed to capture extracted data from the published literature and facilitate qualitative and quantitative analyses for human health assessments of potential carcinogens. The software allows teams of users to extract characteristics of studies and results, comment on elements of study strengths and limitations, and list potential covariates and confounders in epidemiological studies. The software is reactive; i.e., whenever a user changes any data in the system, it is updated for all other users of the system in real-time.  A number of different output formats available, including html and Microsoft® Word tables.  The data in Table Builder can also be downloaded into Microsoft® Excel files and imported into statistical software to produce visualizations, including forest plots.  A test web-application is available, but note that this should be used for demo purposes only as the database is reset weekly, it is not designed for use on real assessment.  If you want to use Table Builder for your own work, you'll need to setup your own copy, contact the developers via the website at: https://table-builder.com/",https://table-builder.com/,"{'Software Tools to Facilitate Systematic Review Used for Cancer Hazard Identification': {'url': 'https://ehp.niehs.nih.gov/doi/10.1289/EHP4224', 'ss_id': '04da806ae7baf7b05049496bc18bc8e83219f039', 'citation_count': 17}}",['Healthcare'],"['Visualization', 'Data Mining']",['Completely Free'],"['Data Extraction', 'Meta Analysis', 'Report Write Up']",17.0,200
213,Yale MeSH Analyzer,MeSH analysis tool to help identify problems in the search strategy.,http://mesh.med.yale.edu/,{},['Healthcare'],"['Text Mining', 'Search Tool']",['Completely Free'],"['Automated Search', 'Text Analysis']",,200
214,DTA MA (Diagnostic Test Accuracy Meta-Analysis),"This free online interactive application uses the R package lme4 to fit the Bivariate Binomial model of Chu & Cole to meta-analyse diagnostic test accuracy studies. The application allows users to upload their own data, customise SROC plots, obtain statistics such as sensitivity and specificity and conduct sensitivity analyses. All plots and tables are downloadable.",https://crsu.shinyapps.io/dta_ma/,{},['Healthcare'],['Other'],['Completely Free'],['Meta Analysis'],,200
215,CADIMA,"CADIMA supports the conduct of systematic reviews and evidence/systematic maps by the provision of a freely available online tool that: 1. guides review authors through the evidence synthesis process, 2. facilitates the coordination of cooperating team members, 3. eases steps with considerable workload and 4. guarantees for its thorough documentation. The evidence synthesis tool was established and is further developed in a close collaboration between the Julius Kühn-Institut and the Collaboration for Environmental Evidence",https://www.cadima.info/index.php/area/evidenceSynthesisDatabase,"{'Online tools supporting the conduct and reporting of systematic reviews and systematic maps: a case study on CADIMA and review of existing tools': {'url': 'https://environmentalevidencejournal.biomedcentral.com/articles/10.1186/s13750-018-0115-5', 'ss_id': '0b432da5ded4bb50cd3db236c26605de842cc17a', 'citation_count': 66}}",['Multidiscipline'],['Whole Process'],['Completely Free'],"['Protocol Development', 'Study Selection', 'Quality Assessment', 'Data Extraction', 'Report Write Up', 'Collaboration', 'Document Management']",66.0,404
216,HCE,Hierarchical Cluster Explorer (HCE) is a tool to identify patterns in multi-dimensional data sets.,http://www.cs.umd.edu/hcil/hce/,"{'Using Context Distance Measurement to Analyze Results across Studies': {'url': 'https://ieeexplore.ieee.org/document/4343751', 'ss_id': '77f4c459382b8744253e6798e3e036b3164bd7db', 'citation_count': 10}}",['Software Engineering'],['Visualization'],"['Completely Free', 'Free Version Available']",['Automated Analysis'],10.0,200
217,yEd Graph Editor,Application for creating various types of diagrams. Can be used to build networks for network meta-analysis,https://www.yworks.com/products/yed,{},['Multidiscipline'],"['Visualization', 'Other']",['Completely Free'],"['Meta Analysis', 'Report Write Up']",,200
218,SLR.qub,Systematic Literature Review - query builder is a tool that aims to support the query string construction for a Systematic Review.,https://github.com/gmergel/SLR.qub,{},['Software Engineering'],"['Visualization', 'Text Mining', 'Visual Text Mining', 'Search Tool']","['Completely Free', 'Free Version Available']","['Protocol Development', 'Automated Search', 'Study Selection', 'Text Analysis']",,200
219,Diagrams.net,"Diagrams.net is a free app that can be used to create flowcharts, process maps, and other diagrams. It works with existing tools such as Google Drive, Git, Dropbox, Sharepoint and OneDrive. There is also a desktop version which can be downloaded for offline use on Windows, macOS, Linux, and ChromeOS.",https://www.diagrams.net/,{},['Multidiscipline'],['Visualization'],['Completely Free'],['Report Write Up'],,200
220,Abstrackr,An online tool for the task of citation screening for systematic reviews.,http://abstrackr.cebm.brown.edu/account/login,"{'Deploying an Interactive Machine Learning System in an Evidence-Based Practice Center': {'url': 'http://dl.acm.org/citation.cfm?id=2110464', 'ss_id': 'd2972fa779c91162f447d1e15540fba0df4cb547', 'citation_count': 272}, 'Technology-assisted title and abstract screening for systematic reviews: a retrospective evaluation of the Abstrackr machine learning tool': {'url': 'https://systematicreviewsjournal.biomedcentral.com/articles/10.1186/s13643-018-0707-8', 'ss_id': '77de6cf94a73f6f637ac7ed8bccbded5f0e2739b', 'citation_count': 31}}",['Healthcare'],['Text Mining'],"['Completely Free', 'Free Version Available']","['Study Selection', 'Text Analysis']",272.0,200
221,SESRA,A web application to support the Systematic Literature Review process for researchers and practitioners in the software engineering domain. SESRA uses the guidelines proposed by Kitchenham and Charters (2007).,http://sesra.net/,{},['Software Engineering'],['Whole Process'],['Completely Free'],"['Protocol Development', 'Automated Search', 'Study Selection', 'Quality Assessment', 'Data Extraction', 'Report Write Up', 'Collaboration']",,401
222,MetaEasy,A meta-analysis add-in for Microsoft Excel.,http://www.statanalysis.co.uk/meta-analysis.html,"{'MetaEasy: A Meta-Analysis Add-In for Microsoft Excel': {'url': 'https://www.escholar.manchester.ac.uk/api/datastream?publicationPid=uk-ac-man-scw:75367&datastreamId=POST-PEER-REVIEW-PUBLISHERS.PDF', 'ss_id': '470417b8c052c21ea3e13b81f2fdfcbe8c0ecdeb', 'citation_count': 49}}",['Multidiscipline'],['Other'],"['Completely Free', 'Free Version Available']",['Meta Analysis'],49.0,200
223,Search Whiteboard,"Excel Model of Automated searching grid for generating search strings from selected terms only. Search on multiple sites, records history.",https://exeterhealth.libguides.com/searching/Resources,"{'Background principles': {'url': 'https://exeterhealth.libguides.com/ld.php?content_id=31976317', 'ss_id': 'd6f98087d2c15e2fa2afca8bad112130bb5b042c', 'citation_count': 0}}",['Healthcare'],['Search Tool'],['Completely Free'],['Automated Search'],0.0,200
224,refbase,Web-based reference management software for managing scientific literature and citations.,http://www.refbase.net/index.php/Web_Reference_Database,{},['Multidiscipline'],['Reference Management'],"['Completely Free', 'Free Version Available']",['Document Management'],,200
225,PRISMA Flow Diagram Generator,A tool that generates PRISMA Flow Diagrams.,http://prisma.thetacollaborative.ca/,{},['Healthcare'],['Visualization'],['Completely Free'],['Report Write Up'],,200
226,MAVIS: Meta-Analysis via Shint,"Interactive shiny application for running a meta-analysis provides support for both random effects and fixed effects models with the 'metafor' package. Additional support is included for calculating effect sizes plus support for single case designs, graphical output, and detecting publication bias.",http://kylehamilton.net/shiny/MAVIS/,{},['Social Science'],['Other'],['Completely Free'],['Meta Analysis'],,200
227,FastText,"FastText is an open-source, free, lightweight library that allows users to learn text representations and text classifiers. It works on standard, generic hardware. Models can later be reduced in size to even fit on mobile devices.",https://fasttext.cc/,"{'Advances in Pre-Training Distributed Word Representations': {'url': 'https://arxiv.org/pdf/1712.09405.pdf', 'ss_id': '95b3d6b9d50bfd4b0a77a096269762b28e218346', 'citation_count': 679}, 'Expanding Our Understanding of COVID-19 from Biomedical Literature Using Word Embedding': {'url': 'https://www.mdpi.com/1660-4601/18/6/3005', 'ss_id': 'fb252f2e46b00623a5c9b740f7eeb79898f68f20', 'citation_count': 1}}",['Multidiscipline'],"['Text Mining', 'Machine Learning']",['Completely Free'],['Text Analysis'],679.0,200
